gene_name,transcript_id,exon_idx,exon_length,PC1,PC2
PKHD1,ENST00000371117.7,31,1608,-11.205465673987897,-1.1205535253808936
PKHD1,ENST00000371117.7,57,879,-7.268051590298896,-1.2826034626495402
PKHD1,ENST00000371117.7,60,1018,-6.626714663246803,-1.9773916101683735
DST,ENST00000244364.10,4,463,-1.3447894840842327,-1.894519958726132
DST,ENST00000244364.10,29,531,0.914499580158991,-2.7050631416323108
DST,ENST00000244364.10,42,1472,-3.757684223218097,-0.5508394772650946
EYS,ENST00000503581.5,23,1767,-11.58207845854689,0.9427691419565192
ADGRB3,ENST00000370598.5,27,644,0.6828004093139478,-2.400299092354577
FAM135A,ENST00000418814.6,12,2356,-6.068354662863857,3.637142145284865
RIMS1,ENST00000491071.6,6,866,-1.948039732158416,-0.816805638936565
FILIP1,ENST00000393004.6,4,2806,-3.937696760201918,-0.7723103687447499
SENP6,ENST00000370010.6,18,428,3.023315385611744,-2.7912259620076734
IMPG1,ENST00000369950.7,13,533,11.955236730608656,0.0471514209044836
MEI4,ENST00000602452.2,2,536,-1.714872286870092,0.7062878497261202
LCA5,ENST00000369846.8,2,530,5.635703886782217,-0.9497164560758092
IBTK,ENST00000306270.11,11,603,3.591485674867701,-0.6284231035058827
DOPEY1,ENST00000237163.9,14,622,-4.478005602550714,-1.4273970146450956
DOPEY1,ENST00000237163.9,19,1990,-7.757370546595431,2.51215562045596
MDN1,ENST00000369393.7,63,706,-1.4357637912609866,-1.4745954397530578
BACH2,ENST00000257749.8,2,1593,-9.503145083251765,0.6445029758720578
EPHA7,ENST00000369303.8,3,670,3.036557401841437,4.799628820496076
KLHL32,ENST00000536676.5,5,727,4.599150712390093,1.736735213480168
MMS22L,ENST00000275053.8,13,510,5.002584001012365,-0.4404271275972264
USP45,ENST00000500704.6,13,667,1.9704011416881029,-1.2577797898759515
ASCC3,ENST00000369162.6,3,560,4.387469456279088,0.6196376030224209
PRDM1,ENST00000369091.6,4,1109,-4.543770125529206,1.6099296656435391
AIM1,ENST00000633556.1,3,1610,-8.68644228546724,-2.067139976602407
AIM1,ENST00000633556.1,4,2323,-5.635093902718584,1.1679010703417003
SLC22A16,ENST00000451557.5,3,532,5.047874901848817,0.2634460706777394
RSPH4A,ENST00000368581.8,3,741,6.4838922216039965,-0.6851972329877357
GPRC6A,ENST00000310357.7,3,837,-1.5237103225966595,2.241193717333561
RFX6,ENST00000332958.2,17,513,2.1727983263059985,-0.5561480080103722
ROS1,ENST00000368508.7,12,497,9.83684902802851,-0.8663869242053298
CEP85L,ENST00000368491.7,3,788,-1.9429218740116925,-0.1721822024177816
NCOA7,ENST00000368357.7,8,1043,3.1552036548054376,0.0146422491925526
THEMIS,ENST00000368250.5,3,459,0.1765951918607687,-2.035234641471636
THEMIS,ENST00000368250.5,4,1049,1.577158170713837,0.3368248418153461
SLC2A12,ENST00000275230.5,2,1341,-5.8381550878309545,1.064271937048929
AHI1,ENST00000367800.8,4,560,-1.857934758680596,1.0054564965423642
BCLAF1,ENST00000640069.1,2,912,6.979637716087354,-1.2080435120172952
TNFAIP3,ENST00000612899.4,6,920,-8.121594492075674,-1.916777062126442
ARFGEF3,ENST00000251691.4,12,911,-4.68786791369083,-1.300116957284199
NHSL1,ENST00000427025.6,5,3288,-12.911504066686469,-0.3249382095038775
HECA,ENST00000367658.2,2,1041,-4.072199310530611,0.4653131493456606
ADGRG6,ENST00000230173.10,4,624,-2.6570439913208874,0.2377729790286186
PHACTR2,ENST00000367584.8,5,538,4.568932160527237,-2.060929345544136
SASH1,ENST00000367467.7,18,1139,-6.8505013525094265,-3.326704647278468
LATS1,ENST00000543571.5,3,1514,-8.399748806027631,1.0666351322337235
LATS1,ENST00000543571.5,4,583,3.318261567834245,-0.677859525989365
SYNE1,ENST00000367255.9,39,629,-2.3051132910777445,-2.566047367694592
SYNE1,ENST00000367255.9,76,2161,-5.0594736540243765,-1.452368961371397
FBXO5,ENST00000229758.7,2,715,-3.174782950235128,0.6576817896663045
TIAM2,ENST00000461783.7,2,436,4.191030473923192,-2.067539419911224
ARID1B,ENST00000346085.9,18,784,-5.616105134922896,-1.1040179841598423
FNDC1,ENST00000297267.13,11,2598,-9.663895548184373,0.797315961450413
FNDC1,ENST00000297267.13,14,441,6.289492630576784,-2.23677077982135
MAP3K4,ENST00000366919.6,3,1364,-1.155655598367111,4.100216955897222
C6orf118,ENST00000230301.8,2,728,3.9687051962165625,2.003480315077454
THBS2,ENST00000366787.7,2,557,8.461588151473201,2.1787528089786665
DLL1,ENST00000366756.3,9,799,3.4642759369991807,0.8462088979927247
FAM120B,ENST00000630384.2,2,1755,-5.405792207551992,4.889312587021605
TBP,ENST00000421512.5,2,443,-8.028358834499985,-2.3467826364929363
MICALL2,ENST00000413446.5,5,777,-4.262772880910689,-1.2325979093266777
TNRC18,ENST00000399537.8,4,1665,-7.8942041605117135,-0.3364420995758714
TNRC18,ENST00000399537.8,9,430,-6.126053465104594,-3.3910002369733365
TNRC18,ENST00000399537.8,10,990,-3.865174767132873,-1.3613313502234474
TNRC18,ENST00000399537.8,18,428,1.820200973430763,-2.6863297927391283
TNRC18,ENST00000399537.8,26,1357,-6.05190114013449,-1.8968042233283449
FBXL18,ENST00000415009.5,3,1544,-7.783216203421726,1.8437227549663588
ACTB,ENST00000331789.9,3,439,16.242025592882133,-0.8888514950048391
RNF216,ENST00000425013.6,3,672,0.8212396077886595,1.170228058872616
PMS2,ENST00000265849.11,11,862,2.2185301557962744,1.1242326230605837
USP42,ENST00000306177.9,12,720,-0.2297002068635829,-0.5812048716261666
USP42,ENST00000306177.9,14,1440,-3.3901352715491755,1.8363877102891104
GRID2IP,ENST00000452113.5,12,417,6.1125682179035765,-1.1450807732557764
C7orf26,ENST00000344417.9,4,528,5.180098010202293,-1.6074704841300511
THSD7A,ENST00000423059.8,2,832,-8.446363502438976,0.3405832492150314
VWDE,ENST00000275358.7,12,965,-4.466657903222582,2.8703757290456315
MACC1,ENST00000400331.9,2,2042,-7.6077312661423235,2.6517355892718744
ITGB8,ENST00000537992.5,7,406,5.8870876763028726,-1.5329150375690883
SP4,ENST00000222584.7,3,1555,-5.718066505155649,1.886881690889174
STEAP1B,ENST00000406890.6,2,456,-1.4310010472961103,6.012692431704714
WIPF3,ENST00000409123.5,4,744,-6.3555968558504095,-1.8059643157860903
NOD1,ENST00000222823.8,3,1825,-5.320796272755509,1.896449606259413
MINDY4,ENST00000265299.6,5,410,11.230278648820896,-1.9140633772881124
CCDC129,ENST00000615280.4,8,572,-1.950851193084723,-0.2223114605828778
CCDC129,ENST00000615280.4,11,1272,-6.055980084486441,-2.549524626057241
AVL9,ENST00000318709.8,10,536,7.350897823922946,-1.2694907857503084
KIAA0895,ENST00000297063.10,3,689,-2.4164892864219705,0.4795015422341889
CDK13,ENST00000181839.8,2,660,-1.1134505542099766,-1.871407314774116
HECW1,ENST00000395891.6,9,1353,-0.4482900354077708,0.7563721016282946
NPC1L1,ENST00000289547.8,2,1526,-0.8408182829717536,3.865125273040166
NACAD,ENST00000490531.2,2,4005,-10.079528632625454,-0.2369581379527723
COBL,ENST00000431948.5,9,1880,-5.885338080888354,0.1346219560001741
POM121,ENST00000395270.5,10,1686,-9.088405164267105,-0.3410495776053807
BAZ1B,ENST00000339594.8,7,1702,1.163686701465804,4.548375641116732
MLXIPL,ENST00000414749.6,9,532,-1.564466922395647,-1.738363410377736
CLIP2,ENST00000361545.9,2,557,-0.439773670242417,2.6258325875947373
CLIP2,ENST00000361545.9,8,936,6.994795006638069,1.0726935189479037
POM121C,ENST00000615331.4,10,1695,-9.083888606875412,-0.1693607427553532
RHBDD2,ENST00000006777.10,2,408,1.7187781623260454,-2.1249915111767024
PTPN12,ENST00000248594.10,13,971,-1.3398924808829835,1.575022861918942
RSBN1L,ENST00000334955.12,3,641,3.5416076294826384,-0.0531296864125631
MAGI2,ENST00000628980.2,8,639,2.059591987927833,0.1848396606238894
PCLO,ENST00000333891.13,2,1645,-15.679806064195224,-3.885279654278892
PCLO,ENST00000333891.13,3,1407,-14.625950478432785,-3.504542831039332
PCLO,ENST00000333891.13,5,5080,-14.07852493446942,-3.621621351253074
PCLO,ENST00000333891.13,6,2015,-12.573591171833476,-3.1257562588961307
PCLO,ENST00000333891.13,7,2188,-9.84274321843914,0.4195792914135776
GRM3,ENST00000361669.6,2,856,-4.515926579272555,-0.497106815088987
GRM3,ENST00000361669.6,3,1067,-3.9837500344461594,0.084265193079831
STEAP4,ENST00000380079.8,2,528,2.205921789956621,0.7605067194904588
STEAP1,ENST00000297205.6,2,513,-2.2557014678205274,4.771208619318303
AKAP9,ENST00000356239.7,8,2388,-2.1501303125782085,-0.6359709009375383
AKAP9,ENST00000356239.7,31,1074,-0.1455848626358352,-1.121218190330763
AKAP9,ENST00000356239.7,33,486,5.171932419178604,-1.608433874218456
AKAP9,ENST00000356239.7,41,669,5.795219628896171,-1.7693940545234783
LMTK2,ENST00000297293.5,11,2959,-8.351740763294487,2.957637502087356
TECPR1,ENST00000447648.6,9,491,5.660513040360367,-2.2968099526226204
ATP5J2-PTCD1,ENST00000413834.5,3,479,6.557509977794238,1.0928534041631532
NYAP1,ENST00000300179.6,3,1515,-7.99294954061571,0.0710727927310942
ZAN,ENST00000613979.4,13,1518,-6.086488253063326,1.646495992374491
MUC3A,ENST00000379458.8,2,8805,-11.447076229227616,1.3382801833518896
MUC12,ENST00000379442.7,5,14935,-13.761019963692268,-2.251191919118141
MUC17,ENST00000379439.3,3,12219,-4.935181097593001,-2.5698435801801858
NAPEPLD,ENST00000341533.8,2,647,3.584802313165265,-0.2820646480820236
KMT2E,ENST00000311117.7,20,564,-4.998423856398716,-2.5488777937029288
ATXN7L1,ENST00000419735.7,10,955,-8.865826667600809,-1.116842443379766
CTTNBP2,ENST00000160373.7,4,1654,-9.30912753191478,0.1038658151464688
PTPRZ1,ENST00000393386.6,12,3556,-6.946063965439875,3.4230763562288584
ASB15,ENST00000451558.5,7,571,7.571075188648701,1.0600172540309216
GRM8,ENST00000339582.6,8,936,-2.76173950380656,1.464023424924197
FSCN3,ENST00000265825.5,2,697,3.5058160144368733,3.9297523620072634
FLNC,ENST00000325888.12,21,598,6.501873293790063,-0.2887303133083403
CALD1,ENST00000417172.5,3,403,13.893629314914572,0.0107546004640288
AGBL3,ENST00000436302.6,6,780,-1.3666737694260698,3.6006723372294083
CNOT4,ENST00000451834.5,9,498,-2.048372171829564,-1.9507828900147448
KIAA1549,ENST00000440172.5,2,2691,-6.796689353961949,1.496235238655568
ZC3HAV1,ENST00000242351.9,4,774,3.0125329756195067,-0.3782414095963017
HIPK2,ENST00000406875.7,2,1084,-8.48361710806679,0.9111053776961022
EPHB6,ENST00000619012.4,3,784,2.3126088751701626,2.821630923561932
ZYX,ENST00000322764.9,4,522,2.585010009271285,-0.8071992675422698
EPHA1,ENST00000275815.3,4,403,18.852659342537432,0.3288648589582189
TCAF2,ENST00000444908.6,2,992,-1.9185802011161663,0.0530488492481131
TCAF1,ENST00000479870.5,2,995,-0.8645126782257024,-0.4334928241716797
NOBOX,ENST00000483238.5,4,552,-1.317002842996589,-3.13434879114449
ZNF282,ENST00000610704.4,2,420,-3.789999650053972,1.906721676437841
ZNF862,ENST00000223210.4,4,698,-2.389797998245888,-0.0301963218851609
KCNH2,ENST00000330883.8,2,429,4.1700435564142175,1.3174963394013026
ATG9B,ENST00000605952.5,6,755,-0.5188283142475898,2.140213036491829
FASTK,ENST00000540185.5,2,423,2.870576345404171,2.750033721458611
WDR86,ENST00000334493.10,3,421,6.420091457500681,1.317545345041616
KMT2C,ENST00000360104.7,6,1710,-16.378095483028616,-4.74627670929547
PAXIP1,ENST00000404141.5,6,636,-13.5056848563874,-3.100906492131445
PAXIP1,ENST00000404141.5,7,724,-3.8602775807527054,7.746151388073804
WDR60,ENST00000407559.7,3,421,8.685412756060776,2.44286074298468
ERICH1,ENST00000522706.5,2,759,9.917515358126757,1.2093945558913766
DLGAP2,ENST00000637795.1,5,1058,-2.0668306193556054,3.815306686501647
DLGAP2,ENST00000637795.1,12,416,3.2456201508090925,-2.619484990092701
MCPH1,ENST00000344683.9,8,1155,-1.0115929541304112,-0.6680925668347771
PRAG1,ENST00000622241.1,2,1832,-10.938677468216504,0.3450957834523454
DLC1,ENST00000276297.8,8,1424,0.3741388805577073,2.595966867487114
MSR1,ENST00000350896.3,3,413,12.46252937479394,-1.7539883014039408
PSD3,ENST00000327040.12,3,1108,-3.0428309188171645,2.4133826876519398
HR,ENST00000381418.8,2,793,-5.019093555123581,-0.7139435675271918
AC037459.4,ENST00000450780.6,2,476,4.519785494991585,1.050525824460084
C8orf58,ENST00000409586.7,2,476,5.773877006135158,2.849029648719319
RHOBTB2,ENST00000519685.5,5,1019,-1.929486268677852,2.6078615973010946
CLU,ENST00000316403.14,4,412,12.668045549452636,-0.1338545655153986
SCARA5,ENST00000354914.7,3,675,4.9828780309874245,1.480879898451533
FZD3,ENST00000537916.2,3,1018,-6.8789395936777,2.694935402518412
EXTL3,ENST00000523149.5,2,969,1.610197813622592,4.803628670035723
HMBOX1,ENST00000287701.14,2,477,5.862518843802119,4.084467681377951
SARAF,ENST00000256255.10,3,418,14.877436653948545,1.205161796989093
TEX15,ENST00000638951.1,7,7313,-12.843536740833342,-2.580500142857169
WRN,ENST00000298139.5,8,430,6.782823817352437,-0.7025605789306467
RAB11FIP1,ENST00000287263.8,2,443,4.14783273374786,-0.3778471794705548
NSD3,ENST00000317025.12,5,516,-1.6592922553918663,-1.5756385313999208
ANK1,ENST00000347528.8,38,559,9.834529835745746,-2.119678377023224
KAT6A,ENST00000265713.6,14,603,-6.827558492961056,-3.048094186590113
SLC20A2,ENST00000342228.7,7,589,12.361651459512462,-1.978791743489161
ST18,ENST00000276480.11,4,792,4.536454045645253,1.9546290438179217
RB1CC1,ENST00000025008.9,5,430,1.6767176485988096,-0.3037848118440034
RB1CC1,ENST00000025008.9,13,1901,-3.016647482692619,4.375994649174517
TGS1,ENST00000260129.5,4,823,4.734576047051315,1.9423330419823608
CYP7A1,ENST00000301645.3,3,587,7.057700785466493,0.0965120991068255
CHD7,ENST00000423902.6,2,431,-3.467587712103513,-3.3976630234595198
CHD7,ENST00000423902.6,30,672,-1.2518571889700647,-0.8965351731088244
CHD7,ENST00000423902.6,33,444,1.9635217840390435,-2.545076671958391
CYP7B1,ENST00000310193.3,3,591,2.287193211009859,2.473099706349497
NCOA2,ENST00000452400.6,9,1270,-4.726200539892778,1.1522911604976045
JPH1,ENST00000342232.4,2,760,0.554986441337185,1.6949298642664627
ZFHX4,ENST00000521891.6,2,503,-11.774063204899113,-3.4604153971260545
ZBTB10,ENST00000379091.8,2,889,1.0372518256926904,4.039968749063205
PAG1,ENST00000220597.4,4,602,6.049255046923694,-2.004469259793972
KIAA1429,ENST00000297591.9,8,1141,-5.14706179163411,2.637257291105884
KIAA1429,ENST00000297591.9,9,492,2.73054578381145,-1.2020544430710125
KIAA1429,ENST00000297591.9,13,545,2.0988879039662445,-0.2994008135399045
MATN2,ENST00000521689.5,2,570,4.865381116527376,2.056606814828552
MATN2,ENST00000521689.5,13,414,8.205062088204581,-1.7765853562531406
OSR2,ENST00000457907.3,2,770,-7.4088142709460625,0.8540772296144116
RGS22,ENST00000360863.10,8,628,6.514471899300873,-0.2699098140744528
FBXO43,ENST00000428847.2,2,1486,-5.435802214567006,1.4893984572471153
FZD6,ENST00000522566.5,3,1018,-3.301814252691956,4.252504961232192
RIMS2,ENST00000504942.6,4,926,1.98158157120276,-0.4136005097720432
LRP12,ENST00000424843.6,4,1105,-7.814982476285023,0.8631750590896918
OXR1,ENST00000531443.5,8,764,8.100380236580348,-0.8399182704977942
PKHD1L1,ENST00000378402.9,38,985,-2.0798358086248925,-0.4705768840461071
PKHD1L1,ENST00000378402.9,49,1030,-2.596941553036445,0.1773151252396804
TRPS1,ENST00000640765.1,2,1130,-8.912754927217387,1.4534230129193446
TRPS1,ENST00000640765.1,3,604,-0.1648988815076454,-2.744840601438899
C8orf76,ENST00000276704.5,4,458,6.63973082715549,-0.5490110760459811
ASAP1,ENST00000524124.5,22,491,0.9872922667597476,-3.0886556967723773
ZFAT,ENST00000520356.5,5,1457,-3.89566492065769,2.163034311128041
FAM135B,ENST00000395297.5,12,2023,-5.426980762134376,1.145779121412601
COL22A1,ENST00000303045.10,2,567,7.980538394734383,1.50065778152204
TRAPPC9,ENST00000389328.8,2,594,3.618483012043881,2.632877056447151
SLC45A4,ENST00000519067.5,4,1019,-2.499593493947604,0.5614308524093239
TSNARE1,ENST00000524325.5,3,507,8.887028194570206,2.886867838321667
ADGRB1,ENST00000517894.5,27,707,-1.045225916292157,-2.115850380323113
ZC3H3,ENST00000262577.5,2,1318,-7.09565060552223,1.628161925951375
SCRIB,ENST00000356994.6,15,417,13.44231868016437,-0.1580738878559315
PARP10,ENST00000524918.5,5,785,-0.0587347218547233,-1.4657481089059257
SPATC1,ENST00000377470.7,2,555,-5.661959532256511,-1.6908296556403974
SPATC1,ENST00000377470.7,3,540,-1.902875666491916,-0.3074926535119044
WDR97,ENST00000534167.5,3,629,-8.467240062048758,-2.2052927930372075
WDR97,ENST00000534167.5,5,700,-1.6622621121250551,-0.0945729759727586
TONSL,ENST00000409379.7,17,761,-0.1093215022628189,-1.6429546263888573
ARHGAP39,ENST00000377307.6,2,432,-7.585590120093846,-1.0648672215012305
ARHGAP39,ENST00000377307.6,4,1363,-5.793561192966537,2.4189878440113186
ARHGAP39,ENST00000377307.6,5,562,6.444411796508176,-1.9037788581380728
KANK1,ENST00000382303.5,2,2661,-1.756972786726007,4.48207721981317
GLIS3,ENST00000324333.14,2,1114,-3.61356798406806,1.7358532474235238
RIC1,ENST00000251879.10,19,729,-0.8490702846775693,1.8875986752669112
PTPRD,ENST00000381196.8,10,582,5.063046542610562,-0.4081730219435005
PTPRD,ENST00000381196.8,17,588,4.762978607263452,-1.4284759132797191
FREM1,ENST00000422223.6,24,415,9.55037275006694,-1.911503729799296
DENND4C,ENST00000434457.6,22,1166,-3.2835901511945083,1.4926710349334034
MLLT3,ENST00000380338.8,5,705,0.7837579803449647,-2.091171935558569
LRRC19,ENST00000380055.5,2,514,-4.730097443857897,2.986933481165029
NFX1,ENST00000379540.7,2,1008,-4.564873856475236,2.5772413166815005
ANKRD18B,ENST00000290943.10,9,918,6.6940477175003625,0.3492146065768002
UBAP1,ENST00000625521.2,3,924,-2.346006448918013,0.3235096244623628
KIF24,ENST00000402558.6,10,2247,-7.9483648441812305,0.3758448928828101
RUSC2,ENST00000361226.7,2,642,-2.724281527614833,-2.010539555482193
RUSC2,ENST00000361226.7,9,823,-0.669807911130929,-1.8687776561032607
SPAG8,ENST00000340291.6,2,820,-2.2901582718714075,4.279356306854357
GNE,ENST00000396594.7,3,452,11.23140361572136,0.5428317401547768
FBXO10,ENST00000432825.6,2,834,4.9666935790111095,-0.0649162273604273
TJP2,ENST00000453658.6,4,610,10.618654508645484,1.5616438996056607
TMEM2,ENST00000377044.8,3,562,4.599838977086811,-0.6590971645331544
RORB,ENST00000376896.7,4,402,7.830437982937406,-1.2895967996473567
TRPM6,ENST00000361255.7,26,1136,-3.4483337981866176,0.8207223257144911
KIF27,ENST00000297814.6,3,959,-0.3146411343635542,1.1178217936999917
AGTPBP1,ENST00000376083.7,13,713,5.593962344980832,1.072677868521713
ROR2,ENST00000375715.5,7,954,5.152947730375129,0.299531697072344
NOL8,ENST00000442668.6,6,1872,-2.431343052269689,7.254926758913792
ECM2,ENST00000444490.6,3,507,9.349585158696904,-1.7824569334218514
BICD2,ENST00000356884.10,5,1044,3.6919416868687662,-0.4943280677553927
PTPDC1,ENST00000375360.7,6,1259,-2.649023843874456,-0.9193420618148892
NUTM2F,ENST00000253262.8,2,697,-8.749046339833434,0.9003247565216878
PTCH1,ENST00000331920.10,14,403,4.075664753079464,-1.6150700021607018
ERCC6L2,ENST00000288985.11,2,425,5.28865788078813,4.09872413153743
NUTM2G,ENST00000354649.7,2,697,-5.5804245370041965,0.4369581079267354
CCDC180,ENST00000529487.1,18,446,9.289331988982203,-1.2917847521260155
TDRD7,ENST00000355295.4,6,587,8.330617338833328,0.2582833890154276
TBC1D2,ENST00000465784.6,9,477,11.371142355948107,-0.6028277072592607
COL15A1,ENST00000375001.7,3,548,7.151148966384811,1.5344884399924772
INVS,ENST00000262457.6,13,718,-0.0325493756195526,-2.496704825813576
TEX10,ENST00000535814.5,3,713,-0.4141486356599479,0.9414164308016194
GRIN3A,ENST00000361820.3,2,605,-2.5982593715969524,-0.7725287451097838
GRIN3A,ENST00000361820.3,3,1048,-3.731555430480273,-0.9888483229831598
ZNF462,ENST00000277225.9,2,5627,-14.569765613334736,-1.5819669561400798
KLF4,ENST00000374672.4,3,973,-6.881713534645634,1.421607047624017
PALM2-AKAP2,ENST00000374530.7,8,2413,-3.03677228713264,3.2873689680658496
AKAP2,ENST00000434623.6,2,2413,-2.0953539583875505,4.097123863774655
SVEP1,ENST00000401783.6,38,2792,-11.449482840816046,0.9403976071103382
C9orf84,ENST00000394779.7,9,417,4.607363666442493,-1.1298148089910924
RGS3,ENST00000374140.6,20,978,0.1404993118918086,-1.7270588960522926
COL27A1,ENST00000356083.7,3,1775,-9.339890696474836,-1.049783854595734
AKNA,ENST00000307564.8,2,1067,-7.238750275211029,-1.1339729992590153
WHRN,ENST00000265134.10,6,538,0.1848885131077324,-2.2952691198371693
TNC,ENST00000535648.5,2,1410,-0.920113246510832,0.5006353452953308
PAPPA,ENST00000328252.3,2,1063,-5.508333486188365,0.4908955424723677
PAPPA,ENST00000328252.3,7,499,3.801433527804533,-0.9960818548285636
CDK5RAP2,ENST00000360822.7,21,574,6.8528455819982135,0.0721578452435132
TTLL11,ENST00000321582.9,4,576,6.513878017274696,-0.8297811904062726
RC3H2,ENST00000373670.5,11,434,8.454237863673235,-1.6521698710426216
CRB2,ENST00000359999.7,7,873,-5.2006200264727545,-0.5424411799242879
CRB2,ENST00000359999.7,8,509,0.3532087256034845,-1.2891982833145708
NR5A1,ENST00000620110.4,3,626,1.664504379055442,1.871527106231868
GAPVD1,ENST00000497580.5,2,844,8.88847435460948,-1.5899734587353802
SH2D3C,ENST00000373277.8,4,455,7.646393479389942,0.9614332536376514
SH2D3C,ENST00000373277.8,6,536,6.757755558210642,-1.824209033747822
ST6GALNAC4,ENST00000335791.9,3,413,7.010989397802931,-0.0930622594775233
ZER1,ENST00000291900.6,3,437,10.145294181161104,0.3608081323251815
USP20,ENST00000372429.7,9,445,11.927630624047392,-1.445427584122301
FIBCD1,ENST00000448616.5,2,480,7.885019866093203,2.982149975866814
NUP214,ENST00000359428.9,12,475,0.0319895474634836,-1.5982791182613592
NUP214,ENST00000359428.9,29,1800,-3.8962412683978935,0.2911561871336646
RP11-40A7.2,ENST00000636672.1,2,473,-4.733340607997866,1.3669995961017365
RAPGEF1,ENST00000372189.7,10,501,6.954391809775507,-0.8986134610640453
NTNG2,ENST00000372179.7,2,644,0.2410686846756073,2.6562195416002776
TSC1,ENST00000298552.7,13,559,5.061717828849708,-2.631862352984489
RALGDS,ENST00000493438.5,6,419,10.094026414018986,-2.0647503732452583
CAMSAP1,ENST00000389532.8,11,2422,-5.971288246736929,1.5195490312267266
CCDC187,ENST00000638797.1,2,482,-11.250857766946108,-2.215652238441832
CCDC187,ENST00000638797.1,6,1160,-10.334402611380238,-2.3061946812634897
CCDC187,ENST00000638797.1,8,611,-5.580036072831932,-2.8284326630214136
SNAPC4,ENST00000298532.2,15,483,0.1145154783474153,-2.297034581088437
SDCCAG3,ENST00000357365.7,5,417,13.841618822544604,-1.017664895688157
NOTCH1,ENST00000277541.6,25,572,-12.07605644726746,-2.709211971575083
NOTCH1,ENST00000277541.6,26,432,-6.390057632810855,-1.9611536598162729
ANAPC2,ENST00000323927.2,2,623,2.995232339403216,3.957362017972813
EHMT1,ENST00000460843.5,3,557,1.528995344373869,0.3096906172884781
CACNA1B,ENST00000277551.6,19,801,0.4135867935148559,-0.3832557796931559
ADARB2,ENST00000381312.5,3,890,-0.2747981789584219,1.18941979957256
KLF6,ENST00000497571.5,2,574,-0.8442182471562144,1.1776006843920344
FAM208B,ENST00000328090.9,8,717,-8.476234379206035,-2.4033518416093416
FAM208B,ENST00000328090.9,10,880,-8.760745904789879,-2.579233826058715
FAM208B,ENST00000328090.9,12,3849,-9.149857015219258,0.5517919231588702
ITIH5,ENST00000397146.6,10,560,8.338890001095269,-1.2118751020605
TAF3,ENST00000344293.5,3,1823,-5.282029223914608,5.722992123608144
GATA3,ENST00000379328.7,2,537,0.8234416360722242,-0.6508792318718815
UPF2,ENST00000356352.6,2,780,-2.6111059286721017,2.349693636517169
FRMD4A,ENST00000357447.6,21,887,1.3436492389467292,-0.7517083585586594
MRC1,ENST00000569591.2,2,402,3.487634985720636,1.613705416816784
MALRD1,ENST00000454679.6,18,413,3.904617326395485,-0.7939102261413734
MLLT10,ENST00000631589.1,10,570,3.5099982980490347,-1.2019631264623891
KIAA1217,ENST00000376462.5,5,833,-5.944390115740309,-0.1148488792122206
KIAA1217,ENST00000376462.5,12,442,6.889753849833004,-2.2847993055174527
ARHGAP21,ENST00000396432.6,8,1897,-10.006430064216111,2.1009212156502457
MYO3A,ENST00000265944.9,28,895,4.020802632110099,-1.0877144885300878
MASTL,ENST00000375946.8,8,1140,0.1277103551251666,2.477659308864744
SVIL,ENST00000375400.7,3,667,2.64748876177736,0.9475697019448908
SVIL,ENST00000375400.7,8,577,9.567093076728064,-0.96611196961183
ZEB1,ENST00000320985.14,7,1811,-10.069929614884632,1.1337556766684056
BMS1,ENST00000374518.5,9,758,11.23433538106495,0.4430884112859954
MARCH8,ENST00000453424.6,4,846,-1.0513410740397018,0.3199409676553095
ZFAND4,ENST00000374366.7,5,1155,-4.808195463549674,-0.5751898540726036
WASHC2C,ENST00000540872.5,27,621,5.937382736028391,-1.5809081691891906
NCOA4,ENST00000585132.5,7,984,-3.9384728001356297,-2.8371096226918096
WDFY4,ENST00000360890.6,8,453,8.236198844703935,-0.5848265901613522
VSTM4,ENST00000332853.8,2,402,4.729899371804264,1.3853596752702575
PARG,ENST00000402038.7,3,987,5.627682618505867,2.8745199913695543
WASHC2A,ENST00000314664.11,27,621,5.878731258188208,-1.4607048756710124
ANK3,ENST00000280772.6,37,7812,-11.120669296489726,-1.69938928498574
RHOBTB1,ENST00000337910.9,4,974,-0.4393412875612715,0.6059675116321299
JMJD1C,ENST00000639129.1,5,1679,-10.864090764974272,-1.2618423749581462
JMJD1C,ENST00000639129.1,7,2207,-8.505611031993048,1.832688765031354
MYPN,ENST00000540630.5,10,591,-2.222441070538708,-2.024972774034874
TET1,ENST00000373644.4,3,2308,-11.10684405523208,1.16178455252191
DDX21,ENST00000354185.8,2,444,8.978155310810711,1.971958139238236
ADAMTS14,ENST00000373208.5,2,440,-5.402363757973367,0.4331362802459748
VSIR,ENST00000394957.7,2,429,5.187559360973789,1.8536134019991244
OIT3,ENST00000334011.9,7,416,12.845070612329804,-0.7934388139118533
ZSWIM8,ENST00000604729.5,10,994,-2.8993572784359007,0.9204026102326174
ZSWIM8,ENST00000604729.5,21,489,4.362824277727366,-2.323863836994664
NUTM2B,ENST00000429828.5,2,700,-3.6232613823809663,-0.8212754942333431
NUTM2E,ENST00000602967.5,2,700,-2.643943241679527,-1.3325710559752448
LRIT2,ENST00000538192.4,2,782,-5.98397759691876,1.566078506582952
LRIT1,ENST00000372105.3,2,467,-0.6750144000778541,1.820803594364301
WAPL,ENST00000298767.9,2,1026,1.8882932910336,2.4622780831296547
LDB3,ENST00000429277.6,9,445,8.0409493137966,-1.632942345918719
NUTM2A,ENST00000381707.6,2,700,-4.744638385794496,-1.192932814748017
