gene_name,transcript_id,penultimate_junction,pe_start,pe_end,num_exons,cds_length,a,d,c,c_absolute,b,r2,n_points,x_min,x_max
OC90,ENST00000254627.3,1226,1026,1225,14,1434,1.0334445230030866,-0.8238283346535287,0.8399507505125481,-32.68975139851548,19.999999999999996,0.9646075412438974,67,-199.0,-1.0
RP11-240B13.2,ENST00000262283.5,1875,1675,1874,18,2070,0.9596958902049466,-0.7412922547571386,0.8396731556225863,-32.744715186727916,19.999999999999996,0.9653894710024772,67,-199.0,-1.0
HHLA1,ENST00000414222.1,1553,1353,1552,16,1596,0.7767198139886117,-0.8773208651901973,0.8662756351860506,-27.477424233161997,19.999999999999996,0.9715057631749359,67,-199.0,-1.0
KCNQ3,ENST00000388996.9,2372,2172,2371,15,2619,0.2566795157873906,-0.5335687317253799,0.7861714011367911,-44.69657677832575,15.968112645863531,0.9738175885508924,66,-198.0,-3.0
LRRC6,ENST00000618342.1,1227,1027,1226,12,1401,0.799061649879486,-0.7568719500569687,0.7655002114752426,-48.43095812790196,19.999999999999996,0.9923997349819406,67,-200.0,-2.0
TMEM71,ENST00000522780.5,460,260,459,4,302,0.10564318745855195,-0.0040764628657008984,0.14929516388645545,-192.6253741000876,18.477065531393897,0.7612623711656341,13,-198.0,-162.0
PHF20L1,ENST00000622263.4,3233,3033,3232,21,3054,0.03706017504585604,-0.32269001004569936,0.7372908458735734,-53.01641251703248,15.987460451078311,0.9433480802604655,67,-199.0,-1.0
SLA,ENST00000338087.9,1438,1238,1437,9,831,0.27181720617488425,-0.8772338946805495,0.7611958574202823,-49.28322023078411,4.58113646794502,0.9817389039613967,67,-200.0,-2.0
WISP1,ENST00000377862.6,370,170,369,3,111,-0.07916203030081274,-0.5250722399376545,0.9999999999960011,-155.00000000017997,0.5280916982047609,0.9406471336392143,16,-200.0,-155.0
NDRG1,ENST00000323851.11,1066,866,1065,16,1185,0.6708428067420951,-0.9280444999999999,0.7821385406787791,-44.13656894560174,3.8076072314343423,0.9928071359557001,67,-199.0,-1.0
ST3GAL1,ENST00000399640.3,1675,1475,1674,10,1023,0.5973085851109794,-0.2314351669021759,0.8572227754823997,-30.841558780932075,19.999999999999996,0.9952742661236033,66,-198.0,-3.0
ZFAT,ENST00000520356.5,3340,3140,3339,14,3438,0.4665708308409238,-0.4881893794971126,0.7677429545139343,-48.29012386978283,15.659573268369693,0.9915376414609585,66,-198.0,-3.0
KHDRBS3,ENST00000355849.9,1360,1160,1359,9,1041,0.810215644564796,-0.5746915375649102,0.8076065854621859,-39.093896078487205,19.999999999999996,0.9958212000384559,67,-199.0,-1.0
FAM135B,ENST00000395297.5,4187,3987,4186,20,4221,0.3119424145283599,-0.5611134419817467,0.7948812041424274,-41.6135215797994,5.3453867046209,0.9822450324710278,67,-199.0,-1.0
COL22A1,ENST00000303045.10,5141,4941,5140,65,4881,0.7446649609108213,0.0012899416694240817,0.7079953613063872,-58.81691846133535,11.029350066978107,0.9782838687816132,67,-199.0,-1.0
TRAPPC9,ENST00000389328.8,3589,3389,3588,23,3741,0.6821926366362445,-0.6299178039350253,0.8383105769069997,-34.52943750313506,19.999999999999996,0.9851565180076787,66,-198.0,-3.0
CHRAC1,ENST00000220913.9,477,277,476,3,396,-0.21560205417607012,-0.009485114224035583,1.0000000057314243e-06,-198.99980199999885,0.010000000000000002,0.0046923291361040675,67,-199.0,-1.0
AGO2,ENST00000220592.9,2585,2385,2584,19,2580,0.49821406169495175,-0.2554134984521938,0.7522750265628189,-51.049544740561856,17.684724139483514,0.9924020980649678,67,-200.0,-2.0
PTK2,ENST00000522684.5,3177,2977,3176,32,3159,0.9060194993453557,-0.4990273130644008,0.819072233518354,-38.280914463920965,19.99999999999999,0.9926797905884309,66,-198.0,-3.0
DENND3,ENST00000519291.5,487,287,486,4,374,0.4081687564398831,-0.22811004094490003,0.7781552303449261,-46.25973008273942,16.325685295737767,0.9382055944062268,66,-198.0,-3.0
SLC45A4,ENST00000519067.5,2093,1893,2092,7,2154,0.36921313209954787,-0.6725936835195535,0.8598492584040487,-30.329394611210517,6.807467392804515,0.9874484321773879,66,-198.0,-3.0
PTP4A3,ENST00000521578.5,1350,1150,1349,6,522,-0.11822696645294054,-0.7877732243772834,0.6765930069833235,-66.03458461730196,3.1786490195931907,0.9915984515610236,67,-200.0,-2.0
TSNARE1,ENST00000524325.5,1730,1530,1729,14,1542,0.5385703772596266,-0.5019812542514179,0.7834274584487713,-54.28249272852855,19.99999999999988,0.9504532124958666,63,-200.0,-14.0
ADGRB1,ENST00000517894.5,5452,5252,5451,31,4755,0.31345411613403557,-0.4758160536002467,0.8046368105884112,-41.095821935259806,19.999999999999996,0.9897232697267851,66,-198.0,-3.0
PSCA,ENST00000301258.4,217,84,216,3,345,-0.3645697715106294,-0.6123890518116204,0.5194455150453756,-64.43319201401042,9.9289912255201,0.8538773476143371,45,-133.0,-1.0
LY6K,ENST00000292430.10,635,435,634,3,498,-0.31021593020256566,-0.030011645107151614,0.07826177235701962,-183.50416907331012,4.23946878823479,0.23550719856950753,67,-199.0,-1.0
SLURP1,ENST00000246515.1,205,27,204,3,312,-0.4166575556517833,-0.13348456256735544,0.21087323085469992,-140.6754381387181,19.999999999999996,0.6927078498760137,60,-178.0,-1.0
LYPD2,ENST00000359228.3,262,84,261,3,378,-0.4417587769116548,0.04943975618044541,0.19500589050796135,-143.48395738009083,19.99999999999901,0.8356283274885284,60,-178.0,-1.0
LYNX1,ENST00000523332.5,347,147,346,5,249,0.5436304469372618,-0.15132446722783657,0.7993758337074709,-68.50111493938971,16.242305376063513,0.9547307520874414,55,-198.0,-36.0
LY6D,ENST00000301263.4,228,77,227,3,387,-0.5741468524071006,-0.2726265779728801,0.1974736694138712,-121.37894958791932,14.149995125571891,0.6958057271574691,51,-151.0,-1.0
GML,ENST00000522728.5,330,130,329,5,355,0.1564580576518515,0.6808624180313622,1.0000000000000004e-06,-197.999805,0.010000000000000002,0.027054163728828295,66,-198.0,-3.0
CYP11B1,ENST00000519285.5,433,233,432,4,546,0.610617947501573,-0.635529477378078,0.8193223201602695,-38.23214756874745,17.290100858238443,0.9940279842684945,66,-198.0,-3.0
CYP11B2,ENST00000323110.2,1402,1202,1401,9,1512,0.7469612680039152,-0.8501794372037084,0.8884702917041698,-24.7482931176869,19.999999999999996,0.9704028388880052,66,-198.0,-3.0
LY6E,ENST00000517503.1,491,291,490,4,444,0.08625035211052084,-0.5604805792069654,0.7985597740447301,-51.46788202768019,13.953261775597342,0.9692564123889351,63,-200.0,-14.0
LY6L,ENST00000562505.1,412,222,411,4,417,-0.5099397653443378,-0.31099036855032247,0.2187726215153776,-148.65197453359363,19.99999999998527,0.5238417808640922,64,-190.0,-1.0
LY6H,ENST00000430474.6,354,167,353,4,423,-0.4777453742023298,-0.18718469615794428,0.2230967206232997,-145.50400996406626,19.999999999639687,0.6658958739613228,63,-187.0,-1.0
GPIHBP1,ENST00000622500.1,371,171,370,4,555,-0.30643201939037723,-0.8715255460036574,0.9999999999996243,-1.0000000000743796,2.231147903042227,0.9515995840641439,67,-199.0,-1.0
GLI4,ENST00000521682.5,309,109,308,4,498,-0.5262885034479083,-0.4719590602570759,0.3055934834838944,-138.4924902701889,9.61093831982848,0.12200603266677856,67,-199.0,-1.0
ZNF696,ENST00000523891.1,352,240,351,4,337,-0.23562096890897463,-0.30372150998590736,0.14142822577762323,-96.30146693868382,7.966475214271958,0.7961540489420346,38,-112.0,-1.0
TOP1MT,ENST00000519977.5,361,161,360,4,334,0.030162406090649158,-0.24837486339426568,0.7289840335504573,-75.53068236352318,1.5277300023000893,0.7168851694638301,57,-198.0,-30.0
RHPN1,ENST00000289013.10,1899,1699,1898,15,2013,0.783641334674712,-0.8202986112113775,0.8403184368735775,-34.13790480965238,19.999999999999996,0.986016445385534,66,-198.0,-3.0
ZC3H3,ENST00000262577.5,2848,2648,2847,12,2847,0.15954300897702345,-0.6442916728737267,0.6656743591174055,-67.19647689475372,5.143217040601261,0.986300405777308,67,-199.0,-1.0
GSDMD,ENST00000526406.5,2096,1896,2095,14,1455,0.4420983467839336,-0.46156814787296335,0.7981922408445071,-42.352513035321124,13.06387484073617,0.9870530402123422,66,-198.0,-3.0
MROH6,ENST00000398882.7,2191,1991,2190,14,2160,0.6299101586229301,-0.6298644864855851,0.7746028368534826,-45.62863830301043,18.258917977315267,0.98810179521664,67,-199.0,-1.0
NAPRT,ENST00000460623.5,386,186,385,5,694,-0.11591494027249014,-0.1062169238290371,0.44038303884970365,-111.80415830775868,19.96572549375536,0.044730688350951286,67,-199.0,-1.0
EEF1D,ENST00000317198.10,1325,1125,1324,8,846,0.27288959002149155,-0.4417221135673836,0.7553159024651643,-50.71339901929295,14.706257343034492,0.9819562465094406,66,-198.0,-3.0
PYCRL,ENST00000220966.10,709,509,708,6,861,0.7348609650688412,-0.5044188198972708,0.7833668706300422,-45.24346022714178,19.999999999999996,0.9895469362095524,66,-198.0,-3.0
ZNF707,ENST00000525185.5,436,236,435,5,168,-0.23547902937033968,-0.09790717997143819,0.9999999999999989,-127.00000000000009,3.2736460610173714,0.8630312322256699,25,-199.0,-127.0
MAPK15,ENST00000338033.8,1578,1378,1577,14,1635,1.1686146127829389,-0.5814328200377831,0.8556063964419973,-31.156752693810517,19.999999999999996,0.9863683684027234,66,-198.0,-3.0
FAM83H,ENST00000388913.3,864,664,863,5,3540,-0.09525002438147821,-0.8548654267883683,0.9999999999999999,-2.0000000000000284,1.5632863039945162,0.9722637328877376,67,-200.0,-2.0
FAM83H-AS1,ENST00000533004.5,260,85,259,4,276,-0.45009571902129947,-0.5894219979896858,0.7194029884195047,-49.82388001500618,4.920810844839939,0.9417492645659197,59,-175.0,-1.0
SCRIB,ENST00000356994.6,4830,4630,4829,37,4968,0.5686498350236827,-0.15916801670941094,0.7205543789240029,-56.33023297304743,8.680345081135295,0.9950724979264841,67,-199.0,-1.0
PUF60,ENST00000526683.5,1937,1737,1936,12,1680,0.814246405828812,-0.2428644891623583,0.8346212084800536,-35.24886434638955,19.999999999999996,0.991422329125041,66,-198.0,-3.0
NRBP2,ENST00000442628.6,1578,1378,1577,18,1506,0.7589761834915884,-0.6222335505247683,0.8188986128407649,-38.31477049605084,19.999999999999996,0.9877725771894985,66,-198.0,-3.0
PLEC,ENST00000345136.7,7555,7355,7554,32,13644,0.17626642572623563,0.015507194938411989,0.8245550358076345,-37.211768017511275,2.380184466533876,0.9513260303178246,66,-198.0,-3.0
PARP10,ENST00000524918.5,2792,2592,2791,11,3051,0.5469865996367259,-0.40322924373374713,0.7466115419672746,-51.170914690479634,19.442580529297853,0.9891657739331914,67,-199.0,-1.0
GRINA,ENST00000313269.5,1245,1045,1244,7,1116,0.7785053738723144,-0.7944897057825495,0.8650817569308316,-29.30905739848785,19.999999999999996,0.9873349279260921,66,-198.0,-3.0
SPATC1,ENST00000377470.7,1549,1349,1548,5,1776,0.5211523080654663,-0.015842226970183074,0.8513310251793701,-31.99045009002282,18.731914651629783,0.9410328520527274,66,-198.0,-3.0
OPLAH,ENST00000618853.4,3825,3625,3824,27,3867,0.817724353510882,0.31888226154667965,0.8040008795579648,-41.21982848619686,11.005533113797195,0.9507529978640012,66,-198.0,-3.0
EXOSC4,ENST00000316052.5,482,282,481,3,738,0.6210390883041443,0.044163248573800544,0.8413306816436297,-33.940517079492224,14.106062604374443,0.8756141925914365,66,-198.0,-3.0
GPAA1,ENST00000529503.5,682,482,681,6,477,0.8010489088597188,0.3588772620215222,0.8313977479953457,-88.25549726461436,2.4804829266055632,0.9270248236628126,45,-198.0,-66.0
CYC1,ENST00000318911.4,947,747,946,7,978,0.9723068648716688,-0.4779228042438538,0.8050985062967311,-41.00579127213743,19.999999999999996,0.9877567146872988,66,-198.0,-3.0
SHARPIN,ENST00000532536.5,172,1,171,3,288,0.5622712018911415,-0.4098647821952253,0.8201708191915074,-33.21130237582676,19.999999999951644,0.784444637329656,57,-171.0,-3.0
MAF1,ENST00000322428.9,1154,954,1153,8,771,0.6123529818947433,-0.7059463652831713,0.7377083194472014,-53.93375274945413,18.74778689664328,0.940931883118327,67,-200.0,-2.0
HGH1,ENST00000347708.4,1076,876,1075,6,1173,0.7102179507138908,-0.5066757804090932,0.795735918906749,-42.83149581318395,19.999999999999996,0.9887133473937779,66,-198.0,-3.0
MROH1,ENST00000423230.6,1239,1039,1238,12,1269,0.7455793091312719,-0.7346607641730079,0.7146253731147965,-57.5041761232703,16.934177556669695,0.9818187853942776,67,-199.0,-1.0
BOP1,ENST00000569669.5,2088,1888,2087,16,2241,0.6707211153924549,-0.19115423419982516,0.6823524852554882,-64.89420791941333,9.46146155753732,0.9768822737825003,67,-200.0,-2.0
HSF1,ENST00000400780.8,1570,1370,1569,13,1488,0.6876205373128105,-0.7501652046958419,0.7410443129825965,-52.27322602944588,9.556054732840904,0.990948995915678,67,-199.0,-1.0
DGAT1,ENST00000528718.5,1586,1386,1585,17,1467,0.618084960687186,-0.3484361842939951,0.8063277489435222,-40.766088956013164,16.278007423898007,0.9851336434469068,66,-198.0,-3.0
TMEM249,ENST00000565365.1,676,476,675,5,708,0.7806111137742309,-0.5672956271198387,0.8152698150008324,-39.02238607483767,19.99999999999992,0.9930576192066813,66,-198.0,-3.0
FBXL6,ENST00000455319.6,1480,1280,1479,9,1602,0.40110995047514886,-0.5373828851725214,0.7470068849274367,-52.09263678436753,8.681839345877556,0.9952763069976225,67,-200.0,-2.0
CPSF1,ENST00000531727.5,568,368,567,6,615,0.6390522993758512,-0.5813020204864744,0.7741660301046114,-47.03762412960077,19.99999999999995,0.9900432313014649,66,-198.0,-3.0
SLC39A4,ENST00000276833.9,2045,1845,2044,11,1869,0.6322979313561805,-0.35343104365660566,0.8239655692750973,-37.32671399135603,19.999999999999996,0.9848277618923849,66,-198.0,-3.0
VPS28,ENST00000377348.6,566,366,565,9,702,0.7196211448486098,-0.835129457642274,0.7709523212313796,-47.664297359880976,17.620600848303695,0.9873951354916035,66,-198.0,-3.0
TONSL,ENST00000409379.7,3974,3774,3973,26,4137,0.40029622023590006,-0.31632449461768963,0.743670044396187,-51.75333120955497,13.459372365326361,0.9912898576966032,67,-199.0,-1.0
CYHR1,ENST00000438911.6,832,632,831,5,1089,0.3129970077566909,-0.5816425962270417,0.6152701877351319,-77.17650282844389,7.68573631912115,0.9864263709089037,67,-199.0,-1.0
KIFC2,ENST00000301332.2,2239,2039,2238,17,2517,0.10348921508479572,-1.3855776799999455,0.8941100127998803,-21.966217465623686,1.006261638638226,0.9641096067137828,67,-199.0,-1.0
FOXH1,ENST00000377317.4,859,659,858,3,1098,-0.13645378300730607,-0.5938084261660849,0.763703277100626,-49.07786096537794,18.249894488213926,0.8498328650912365,66,-198.0,-3.0
PPP1R16A,ENST00000292539.8,2121,1921,2120,11,1587,0.2153766561693496,-0.6843670174502259,0.6574203982573292,-69.80302233982081,13.606819026899467,0.9695144888587802,66,-198.0,-3.0
GPT,ENST00000528431.5,1558,1358,1557,12,1491,0.8073918948709372,-0.34734384542158825,0.7163112988854403,-58.17036282068281,16.59748293112711,0.9853844374580589,67,-200.0,-2.0
MFSD3,ENST00000301327.4,1326,1126,1325,5,1239,0.649015709248846,-0.3499021536354094,0.8753149183655804,-27.31359091871181,14.811235010352613,0.9816385976463442,66,-198.0,-3.0
RECQL4,ENST00000621189.4,3629,3429,3628,20,2556,0.055146277195124896,-0.5112080324449281,0.7891096517862906,-42.75628894631447,11.645233243698161,0.9201179038593995,67,-199.0,-1.0
LRRC24,ENST00000529415.6,726,526,725,5,1542,0.09433342797640519,-0.583832928188777,0.752337537524514,-50.03716757014621,2.8535643262740527,0.9671651118397834,67,-199.0,-1.0
C8orf82,ENST00000524821.5,422,222,421,3,651,-0.6182312883321206,-0.5971543227263321,0.25023285358089253,-149.4538949909833,9.864308010791444,0.19296183389005206,67,-199.0,-1.0
ARHGAP39,ENST00000377307.6,3236,3036,3235,11,3345,0.40318986149295644,-0.5038999381256402,0.7625576413176528,-49.301259943057715,19.999999999999996,0.9935119137572032,66,-198.0,-3.0
ZNF251,ENST00000292562.11,554,354,553,5,2016,-0.6275044463934746,-0.5761322548194089,0.1745611168525851,-164.43689886318816,7.078369048611448,0.08301350789383588,67,-199.0,-1.0
ZNF34,ENST00000343459.8,410,210,409,6,1683,-0.6333090214162411,-0.8724174203522986,0.6539355367045842,-69.52076373249233,17.2243445778749,0.9163134675272838,67,-199.0,-1.0
ZNF517,ENST00000359971.3,382,182,381,5,1479,-0.7247986037337099,-0.7964565488407358,0.760253643895141,-48.46977850876206,19.999999999999996,0.7512381630281164,67,-199.0,-1.0
ZNF7,ENST00000532777.5,439,239,438,5,724,-0.4371381916918888,-0.5526738482684139,0.7735181932691828,-45.84339773270182,10.588732834668138,0.7863613157339671,67,-199.0,-1.0
ZNF250,ENST00000528258.5,513,313,512,6,306,0.5883646908484786,1.689913609229965e-23,0.9607366543759329,-78.94718154863246,19.999999999999996,0.8124840802059682,43,-200.0,-74.0
C8orf33,ENST00000331434.6,665,465,664,5,690,0.7094183672443632,-0.48714475685187336,0.8051338029105372,-39.58350702371365,19.999999999999996,0.9478371957973037,67,-199.0,-1.0
WASHC1,ENST00000442898.4,1408,1208,1407,11,1398,0.8398718595610227,-0.4440160350206994,0.8053811084242571,-39.534540531997095,18.534711517793255,0.9944284449973115,67,-199.0,-1.0
CBWD1,ENST00000356521.8,1171,971,1170,15,1188,1.0729896585816798,-0.8597210686827759,0.7686621429125616,-46.80489570331281,19.999999999999996,0.9722398227771342,67,-199.0,-1.0
KANK1,ENST00000382303.5,4649,4449,4648,16,4059,0.5515444519876492,-0.49907330835796704,0.7796584094864316,-45.96661015014584,19.999999999999996,0.9761427985412386,66,-198.0,-3.0
DMRT1,ENST00000382276.7,1117,917,1116,5,1122,0.6101722900673826,-0.5800264853084115,0.69787059015106,-60.82162315009012,10.846605872015047,0.9927420863117192,67,-199.0,-1.0
VLDLR,ENST00000382100.7,2943,2743,2942,19,2622,0.5753879695785751,-0.5633306676357838,0.8038459798849642,-41.25003392243198,19.999999999999996,0.9707581418783968,66,-198.0,-3.0
PUM3,ENST00000490444.2,277,77,276,4,150,-0.12715356861716418,0.12045821262477688,0.31476482736881184,-176.28122691155198,5.0106036293591005,0.9186492986227495,24,-198.0,-129.0
RFX3,ENST00000382004.7,2324,2124,2323,18,2250,0.5607229772423089,-0.4800399058609008,0.7835222524753563,-43.862594009879444,10.07586148624224,0.9942919122986233,67,-199.0,-1.0
GLIS3,ENST00000324333.14,2386,2186,2385,10,2328,0.4241539920436339,-0.5550004400537031,0.7171019303705728,-57.01381778662659,9.650335555644835,0.9958127473543023,67,-199.0,-1.0
SLC1A1,ENST00000262352.7,1565,1365,1564,12,1575,0.6198253111703828,-0.4967044337158189,0.7021617347552765,-60.97197651845525,12.302751683578105,0.988442058374854,67,-200.0,-2.0
CDC37L1,ENST00000381858.5,1122,922,1121,7,927,0.6468894607651681,-0.3111108499826761,0.7717242207162347,-47.51377696033424,19.999999999999996,0.9787601819413341,66,-198.0,-3.0
AK3,ENST00000611749.4,492,292,491,5,474,0.5212599692903057,-0.4975128488330589,0.7238061028040768,-56.68639164479279,19.999999999999996,0.9974043795037025,67,-200.0,-2.0
RCL1,ENST00000381750.8,1195,995,1194,9,1122,0.8910721775007412,-0.8076599190306754,0.7238943145546651,-56.6689257181763,9.665173702443964,0.9773581106298915,67,-200.0,-2.0
JAK2,ENST00000636127.1,2477,2277,2476,16,2131,0.3907432059247247,-0.5211121999999999,0.8080067557614754,-40.4386826265123,1.9349598186953847,0.7855393833680195,66,-198.0,-3.0
PLGRKT,ENST00000223864.6,545,345,544,6,444,0.8613594256423153,-0.6896791894490274,0.859608833906422,-28.797450886528452,19.999999999999996,0.9815528526522881,67,-199.0,-1.0
CD274,ENST00000381573.8,617,417,616,6,531,0.6557111018384358,-0.5625411217341488,0.7781572185063544,-44.92487073574182,11.68803025368937,0.9950101267016119,67,-199.0,-1.0
PDCD1LG2,ENST00000397747.4,1065,865,1064,7,822,0.718542279923625,-0.9237219925759435,0.8956994299659968,-23.338611156630606,19.999999999999996,0.9804143359017483,66,-198.0,-3.0
RIC1,ENST00000251879.10,3423,3223,3422,22,3498,0.6278428092629214,-0.5518714067579372,0.6932116428433298,-62.74409471702069,13.767418640252135,0.9850874575745694,67,-200.0,-2.0
ERMP1,ENST00000462592.5,2842,2642,2841,16,2715,0.6866822040614617,0.6173567443577982,0.9999999999998752,-86.00000000001423,0.38850245333937666,0.10307207911229999,39,-200.0,-86.0
MLANA,ENST00000381477.7,449,249,448,5,357,0.5844998567878401,-0.6914609819440249,0.7921538703839179,-43.529995275136,19.999999999998902,0.967424949635887,66,-198.0,-3.0
IL33,ENST00000417746.6,313,113,312,5,435,0.5048266209755865,-0.720808141930318,0.7742291501812137,-47.02531571466332,19.999999999999996,0.9331807854778678,66,-198.0,-3.0
GLDC,ENST00000321612.7,3204,3004,3203,25,3063,1.0056309092002933,-0.7537387736880513,0.8972654993209058,-23.033227632423376,19.999999999999996,0.9647099326862693,66,-198.0,-3.0
KDM4C,ENST00000536108.5,2577,2377,2576,18,2508,0.6398220642710062,-0.7071301153893332,0.7978811056319784,-42.4131844017642,19.999999999999996,0.9822247731020398,66,-198.0,-3.0
PTPRD,ENST00000381196.8,6215,6015,6214,43,5739,0.49845109610247706,-0.2909218737113324,0.7648209562752829,-48.85991352631984,19.525558465530896,0.9816166179008821,66,-198.0,-3.0
MPDZ,ENST00000319217.11,6315,6115,6314,47,6213,0.6557872686493441,-0.47569676813875583,0.8010275330144504,-41.799631062182186,19.999999999999996,0.9797077501716411,66,-198.0,-3.0
NFIB,ENST00000543693.5,1139,939,1138,11,930,0.48510039783254494,-0.55125853504229,0.7535288075464422,-50.801296105804425,14.560618907137213,0.9955331984091303,67,-200.0,-2.0
ZDHHC21,ENST00000380916.8,1133,933,1132,10,798,0.47885038176103384,-0.57109873837227,0.7647809723217758,-48.5733674802884,11.30875405611952,0.9956899160312483,67,-200.0,-2.0
FREM1,ENST00000422223.6,7157,6957,7156,38,6540,0.5015163691343848,-0.2820783533916543,0.7718415676030126,-46.17536961460351,19.548614613981332,0.9842191716055813,67,-199.0,-1.0
TTC39B,ENST00000512701.6,1996,1796,1995,20,2049,0.4915228397606675,-0.4766431229882724,0.8278421354169914,-36.08725718743571,19.999999999999996,0.9867562010958291,67,-200.0,-2.0
SNAPC3,ENST00000380821.7,1265,1065,1264,9,1236,0.4397594562347281,-0.6401806466867912,0.8256262399015821,-36.52600449948673,12.387909506637577,0.9824088538044302,67,-200.0,-2.0
PSIP1,ENST00000380738.8,1850,1650,1849,16,1593,0.7432519457302044,-0.6371704600429725,0.709137705174012,-59.59073437554562,19.999999999999996,0.9833592732308555,67,-200.0,-2.0
CCDC171,ENST00000380701.7,4082,3882,4081,26,3981,0.5198648531210636,-0.46978604572534266,0.7700764817725814,-47.83508605434665,18.584957417066953,0.9903959168811138,66,-198.0,-3.0
C9orf92,ENST00000380685.5,276,115,275,4,234,-0.22502048653928813,-0.17216825156782437,0.5106285845253198,-79.81005506047416,19.999999999329237,0.29567693563538033,54,-161.0,-2.0
BNC2,ENST00000380672.8,2698,2498,2697,7,3300,-0.018938729037563523,-0.5288348574237752,0.7272292592570613,-56.00860666710187,5.683755739006411,0.9817680158836557,67,-200.0,-2.0
CNTLN,ENST00000380647.7,4204,4004,4203,26,4221,0.6310972944772525,-0.47089399024835576,0.8513882666089876,-31.979288011247434,19.999999999999996,0.9856036415617223,66,-198.0,-3.0
SH3GL2,ENST00000380607.4,980,780,979,9,1059,0.7884097080545976,-0.48340158281078766,0.7274621493894753,-54.9624944208839,19.999999999999996,0.9942331204617464,67,-199.0,-1.0
ADAMTSL1,ENST00000636209.1,609,409,608,4,381,0.2365539911629069,-0.5536884776523517,0.6479118713867812,-71.71344946541731,2.9216476296063743,0.9647909070079542,67,-200.0,-2.0
SAXO1,ENST00000380534.8,702,502,701,4,1425,-0.16865460425023196,-0.6102295306140708,0.6833156694603454,-63.7034974468516,9.24928074662024,0.979021191335727,67,-199.0,-1.0
HAUS6,ENST00000380502.7,3275,3075,3274,17,2868,0.006793279681030063,-0.44921424615683186,0.8103232673369292,-38.55599306728803,19.999999999999996,0.9075163736215789,67,-199.0,-1.0
PLIN2,ENST00000276914.6,1093,893,1092,8,1314,0.8079600194370554,-0.7492430792850592,0.8609797044158185,-30.1089576389154,19.999999999999993,0.9876217228230959,66,-198.0,-3.0
DENND4C,ENST00000434457.6,6157,5957,6156,33,5877,0.2978063232683821,-0.49149939689205574,0.8507605011625268,-30.549420769819704,19.999999999999996,0.9865440318999259,67,-199.0,-1.0
RPS6,ENST00000380394.8,714,514,713,6,750,0.8530536998805989,-0.8420039021902027,0.8095087570991042,-40.14579236567468,19.999999999999996,0.9809988832894064,66,-198.0,-3.0
ACER2,ENST00000340967.2,668,468,667,6,828,0.5346443877716923,-0.7653318116833854,0.7325180567657108,-54.961424760389264,7.167205744957703,0.9877853348794641,67,-200.0,-2.0
SLC24A2,ENST00000341998.6,1799,1599,1798,10,1986,0.4513168620428543,-0.4959611169076881,0.7258579195517237,-56.28013192875869,17.06783886000264,0.9905499774055291,67,-200.0,-2.0
MLLT3,ENST00000380338.8,1863,1663,1862,11,1707,0.4938677178246662,-0.45805830787279805,0.7997796504882781,-42.04296815478577,19.999999999999982,0.9822773027261434,66,-198.0,-3.0
FOCAD,ENST00000380249.5,5697,5497,5696,46,5406,0.40995295847149643,-0.4275231448292496,0.7776052541291985,-45.034159682418704,19.99999999999646,0.9717344565353038,67,-199.0,-1.0
HACD4,ENST00000495827.2,663,463,662,7,699,0.2152972648243968,-0.78449499112081,0.7779038410537156,-44.97503947136431,7.377572348962467,0.9746250197131281,67,-199.0,-1.0
MTAP,ENST00000380172.8,1020,820,1019,8,852,0.6949015442294602,-0.6418854475656693,0.8402797611507604,-34.14544657560171,19.999999999999996,0.9841214364059127,66,-198.0,-3.0
RP11-145E5.5,ENST00000404796.2,623,423,622,6,432,0.7271281794770106,0.6812496128316781,0.6020398271235496,-127.75522074517404,15.585481467507616,0.7777474583270539,41,-200.0,-80.0
CDKN2A,ENST00000304494.9,729,529,728,3,471,0.2924277939220545,-0.4517452304937443,0.6665978041461043,-67.01363477907137,7.601208139424023,0.9816021517654485,67,-199.0,-1.0
ELAVL2,ENST00000380110.8,908,708,907,8,1170,0.6510522444858431,-0.4647202947779508,0.7943895151282924,-42.710876004598106,8.444548748062275,0.9896695051456588,67,-200.0,-2.0
IZUMO3,ENST00000543880.6,814,614,813,7,720,0.9021270681802557,-0.49804474116567904,0.7386008956127192,-53.7570226686816,19.999999999999996,0.9852962302498125,67,-200.0,-2.0
CAAP1,ENST00000333916.7,829,629,828,6,1086,0.6989589944899735,-0.17857786571645098,0.8298116618315116,-34.69729095736071,16.74685033921216,0.9916551009391926,67,-199.0,-1.0
PLAA,ENST00000397292.7,2241,2041,2240,14,2388,0.507807123092602,-0.7878574712412696,0.7027141774294996,-59.86259286895907,10.703112974221519,0.9907055128320291,67,-199.0,-1.0
IFT74,ENST00000519968.5,593,393,592,7,525,0.761501880332932,-0.18239442999999997,0.8160141630379698,-38.877238207595894,6.706747280845929,0.923254998907297,66,-198.0,-3.0
LRRC19,ENST00000380055.5,896,696,895,5,1113,0.3316898021435475,-0.3757676924210389,0.8034567189804371,-39.91556964187345,8.363379922360698,0.9828539597397615,67,-199.0,-1.0
TEK,ENST00000519097.5,3307,3107,3306,21,2931,0.8988060930544848,-0.24411763533769426,0.8230480876302341,-37.50562291210434,19.999999999999996,0.9445004268490242,66,-198.0,-3.0
